original,translation
Üːtalnɔːtɨt. ,Отпустили [они его].
Tal. ,Подожди.
Üːtaltɔːt na. ,Отпустили вот.
"Qapija nuːnɨčʼɨsɨ, šittɨmtäl, nɔːrtäl čʼeːlɨ tüntɔːt Poni iralʼ mɨ təpɨtɨtkin. ","Вроде устал, на второй, на третий день придет старик Пони со своими людьми к ним."
"Nɨnɨ šʼittalʼ üːtaltɔːt na ɔːtam na tɔːqqɨntɔːt, qapij tɛm ɛj ((…)). ","Потом они распустили этих оленей, загнали, вроде он тоже,…"
Mɔːssa na mintɔːt. ,Чум [ему] дали.
"Mɔːt šerna, na mačʼit tıčʼɨt jennalʼ pɛlalʼ mɔːt šerna. ","В чум зашёл, на этом лесном перешейке в передней стороне в чум зашёл."
Nɨn na mɔːtɨŋtɔːqı na imantɨsa. ,Вот и поставили они чум с женой.
Qapı təttalʼ qälʼ ira qaj mɔːttɨ čʼäŋka. ,Разве у богатого ненца чума не будет?
Wərqɨlɔː čʼesɨŋɨtɨ. ,Побольше (соорудили?).
[NNN:] Na ıllalɔː uːkaltäš. ,[NNN:] Пониже наклони [голову].
[KuAI:] Сейчас попробуем. ,[KuAI:] Сейчас попробуем.
[NNN:] … а на радио…,[NNN:] … а на радио…
[NNN:] Na mantɨ sprašivaet. ,"[NNN:] Видно, спрашивает."
[NNN:] Qapija qoːkɨtalʼ ((…)). ,"[NNN:] Вроде, глухой (?)."
[NNN:] Əːtɨkɔːl. ,[NNN:] Тихо [=без слов].
Nɨnɨ šittäl šäqqɔːt na ija imantɨsa. ,"В общем, переночевали этот парень с женой."
Man mɨta nʼenna qumiːqan qonʼišak qaj mɨta. ,"Я, мол, вперёд/вверх по реке к тем своим людям схожу."
Nʼenna laqaltɛlʼčʼa nɔːkɨr qoptɨp sɔːrɨla. ,"Вперёд/вверх по течению поехал, три оленя запряг."
Qapı nɔːssarɨlʼ ɔːta qaltɨmɨntɨt na. ,Вроде тридцать оленей оставил себе.
"Ija nʼenna qənaisɨ, imatɨ ontɨ qala pɛläkɔːl. ","Парень вперёд уехал, жена одна осталась сама."
Na ɔːmtɨŋa. ,Вот сидит.
Ukkɨr tot čʼontot čʼeːlɨtɨ üːtontɨ na qəntɨ. ,В одно время солнце к вечеру пошло.
Üːtontɨqɨn na ija lʼamɨk ɛːŋa qapı nʼenna. ,"Вечером, (от парня тишина впереди?)."
Ukkɨr tät čʼontot mɨ qum (na jap) tattɨntɔːt takkɨntɨt. ,В одно время люди (пришли?) с севера/снизу по реке.
Köt qumiːtɨ qapı– ɔːtap tɔːqqɨmpɨlʼ. ,"Десять человек, которые оленей перегоняли."
Nɨnɨ šittäl tal na ija tülʼčʼikunä– ponä imatɨ üŋkɨltɨmpa. ,"Потом подожди, этот парень приехал, слышно, – с улицы слышит жена."
Tülʼčʼikunä na ɔːtamtɨ toː sɔːra ɔːtamtɨ. ,"Приехав, этих оленей привязал, оленей."
((…)). ,(…).
"Poni iralʼ mɨt qaj montɨ tüŋɔːtɨt, qaqlɨlʼ mɨtɨt nık tottälɨmpɔːt. ","Люди Пони-старика что, видать, приехали, нарты его так стоят."
Tına ətɨmantot təpɨt ətɨmantot. ,"На той территории, на его территории."
Tokalʼ mɔːtan ɔːt qät topɨmt tupalna. ,У дверного проёма ноги отряхнул.
Peːmɨmtɨ na tupaltɨ. ,Бокари свои отряхнул.
Nık kətɨŋɨtɨ nʼenna koralla Poni iran mɨta. ,"Так говорит, вперёд повернувшись к Пони-старику, мол."
Ɔːklɨ mitɨ mɨta qolqol olʼa mɨ. ,"Рот твой, как будто сойки рот."
Na nʼenna paktɨmmɨntɨ na kupaks. ,Вперёд побежал с кулаком.
Ɔːmɨtɨ qumpa. ,Некоторые умерли.
Ukkɨr pɔːr kupaksä təːqalaimpat. ,Один раз кулаком прошёлся [=погладил].
"Muntɨk moqɨnät porqɨn šunʼnʼontɨ nʼolʼqɨmɔːtpɔːtɨn, na qumpɨlʼ mɨ. ","Все [еще] дома в штаны [=внутри одежды] (наделали?), эти умершие."
Pista. ,[матерится]
"Nɨnɨ šittäl ponä qəllaıːŋɨtɨ ətɨmantontɨ, tınta na qaqlɨt (tolʼ kečʼit) poːqɨn na sɔːralɨmmɨntɔːtɨt. ","Потом на улицу побросал, на территорию вокруг чума, а (караван)? нарт на улице завязан."
"İlla omta, tına malʼčʼalʼ toktɨ, ılla amɨrla ((…)) ılla šäqqa. ","Сел, малицу (снял?), поев, спать лёг."
Na qumiːtɨ poːqɨn na ippälɨmmɨntɔːt nɔːtɨ sɔːrɨmpkol. ,Те его люди на улице лежат связанные.
"Šäqqa, toptɨlʼ qar ınna wəša. ","Переночевал, на следующее утро встал."
"Poni ira nılʼčʼi mɨta məntɨlʼ olɨtɨ tot taŋkɨıːmpa, tına keksa saijatɨ ((…)). ","Пони-старик так, лицо, голова целиком опухли, кое-как глаза (светятся?)."
Toːnna qälɨt ((…)) iše somalɔːqɨ ɛppa. ,Те ненцы ещё лучше [=хуже] были.
"Nılʼ kətɨŋɨtɨ na ija mɨta, na qälɨtɨtkinitɨ. ","Так сказал этот парень, мол, этим своим ненцам."
Qumiːmtɨ moqɨnä qəntät mɨta qaqloqantɨ tɛltalla mɨta kuralla. ,"Своих людей, мол, домой увези, на свои сани загрузив, мол, примотав."
Ontɨt qaqloqɨntɨt. ,На свои сани.
Nɨnɨ šittal toː namä pona (qə qəja) qapı mɔːt šerıːšqo aj qaj amɨrqo aj qaj ašša amɨrqo. ,"Потом те двое на улице (на последнем дыхании?) домой зайдут, или кушают или нет."
Ninɨ na qum tıntɨna sɔːralpɨtɨlʼ qaqlɨntɨt. ,"Эти люди, которые привязаны к его нартам."
Tına nɨmtɨ moqonä kəːčʼälä qumiːmtɨ na qumpɨj qumiːmtɨ nık qəntɨŋɨtɨ moqonä. ,"Тот там домой, (соединив [нарты]?), людей, этих умерших людей так увёз домой."
Takkɨ moqonä. ,На север/вниз по реке домой.
Qapı kɨpɨka kəitɨ ola. ,Вроде немного только дыхания у него.
Imantɨn nık kətɨŋɨt:“ Mɔːllɨ toː tılät me nʼenna qəntɨsɔːmıː qumɨtɨtkin”. ,"Жене так говорит: “Чум сними, чтобы мы вперед поехали к людям”."
Aš tɛnɨmɨmpɔːt qapı ontɨn na ilʼčʼantɨlʼ mɨt qos qaj. ,"Не знали сами дед с бабкой, что-то."
Toːna imatɨ na kətɛntɨtɨ äsantɨ ilʼčʼantɨ mɨqätkiːn. ,Эта жена скажет отцу и дедушкам-бабушкам.
Poni iralʼ mɨt tına moqonä qonisɔːtɨt mompa. ,"Пони-старика люди, мол, домой поехали."
Nɨnɨ šʼittalʼ pija qapija ((…)). ,Потом вроде…
Aš tɛnɨmɔːtɨt. ,Они не знают.
[NNN:] Karrä radioqantɨ. ,[NNN:] Вниз к своему радио.
"Toːnna qənmɨntɔːtɨn, moqonä qənmɨntɔːtɨt. ","Они уехали, домой уехали."
"Poni ira kekɨsa takkɨn mɔːtqɨn tulɨšpa, ılla qumpa. ","Пони-старик только домой на север/вниз по реке добрался, умер."
Toːnna šittɨ qumoːqıː tıː ilɨmpɔːqı. ,Те двое его остались живы.
[NNN:] Тут рассказанное всё и есть. ,[NNN:] Тут рассказанное всё и есть.
Nʼomalʼ porqɨ ira. ,"Старик ""заячья шуба""."
Iran mɔːt — tʼulʼ mɔːt. ,Дом старика – землянка.
Qaːlʼe müttə tümpa. ,Ненцы пришли воевать.
Ira täː tulʼti porsasä. ,Старик приносит бересту и порсу.
Qumɨn amertetot. ,"""Люди есть будут""."
Ül tülpat mɔːtte. ,Он принёс жир в дом.
İčʼikičʼika ilɨmpa imlʼantɨsa. ,Ичикычика жил с бабушкой.
Puːn İčʼikičʼika nılʼčʼɨk qätɨnɨt imlʼaqɨntɨ:“ Mat qəntak Tɨršaːqoː iran mɔːttɨ”. ,"Потом Ичикычика так своей бабушке сказал: ""Я поеду к дедушке Тыршако домой""."
"A İčʼika nılʼčʼɨk kättɨŋɨt:“ Man olʼa olʼɨka mannɨmmɛntam, kuttar qumat imanʼnʼɔːtɨt”. ","А Ичика так сказал: ""Я просто так посмотрю, как люди сватаются""."
Nɨnɨ qännɨ Tɨrsaqo iːranɨk. ,Потом поехал к Тыршако-старику.
Ukur čʼontoːt toːt kɨqɨt pɛrqɨmtɨ na šurtuqɨlnɨt. ,Потом в середине озера желудок заболел.
Toːt kɨqɨt pülʼ laka qontɨt. ,Среди озера большой камень увидел.
Na pülʼ lakantɨ omtan ukur čʼontoːt pičʼa nɨ satainɨt. ,"Он на камень сел, вдруг щука откуда ни возьмись укусила."
Nɨna qänna tiŋa Tɨršaːqoː irat mottɨ. ,Потом отправился-приехал в чум Тыршако-старика.
Šittɨ antɨ tottɨnta. ,Две ветки стоят.
"Qonna tanta, mɔːttɨ čʼap šerna. ","Пошел вышел [?], только вошел в чум."
"Puːt Tɨršaːqoː ira nilʼčʼik kättɨŋɨtɨ:“ İčʼikičʼika, ıl omtäsik”. ","Потом Тыршако-старик так говорит: “Ичикичика, садись”."
Qumɨt imanʼnʼɔːtɨt. ,Люди сватаются.
"Put irra nilʼčʼik kättɨŋɨt:“ Kutaj šım pisaltɛnta, nammɨnɨk nälʼam minɨntam“. ","Потом старик так говорит: ""Кто меня рассмешит, тому дочь дам""."
İčʼikičʼika nilʼčʼik kätɨŋɨt:“ Mat toːt kɨqɨt pɛrqam nɨ šurroqulsɨt. ,"Ичикичика так говорит: ""Я [ехал] среди озера, желудок у меня заболел."
Nɨnä mat qosa pülʼ laka na pülʼ lakantɨ konna paktɨsa tütqɨlʼsam. ,"Потом (я) нашел камень, на этот камень залез и покакал."
Pičʼa nɨ šım sattɛːsa. ,Щука тут меня схватила.
Mat narapuːlʼäm orkɨsam. ,Я за палку схватился.
Nɨna pičʼar olɨ čʼir qätsa. ,Потом щуку по голове стукнул.
Nɨna pičʼap antaqan nɨna čʼatsam. ,Потом щуку на ветку бросил.
Nɨnɨ tiː tüːsak“. ,"Потом я сюда приехал""."
İrra laqqɨmɔːtaiːs. ,Старик засмеялся.
Nɨnɨ irra nälʼamtä miːmpat İčʼikičʼikamik. ,Потом старик дочь выдал замуж за Ичикычику.
Čʼäptä loːs-ira čʼɔːtɨ. ,Сказка про медведя.
İːjalʼan sɔːntɨrpɔːtɨn poːqɨn. ,Мальчики играли на улице.
Ukkɨr čʼanton tüŋɨntɨ losɨ-ira. ,Однажды пришел медведь.
İjalʼatɨm saqalpatɨ meːšak šunʼäntɨ. ,Мальчиков положил в мешок.
Moqɨna qännɨmpatɨ imaqotaqɨntɨ kätɨmpat. ,"Домой унёс, жене сказал."
İjalʼatɨm mušerät. ,"""Свари мальчиков""."
Nätɨlʼa ukkɨr qalɨmmɨt. ,Одна девочка осталась.
Los-ira meːšaktɨ mɔːttɨ tultɨmpatɨ. ,Медведь мешок занес в дом.
İmaqotɨqɨntɨ kətɨmpatɨ: iːjalʼaiːlɨ mušɨrätɨ. ,"Жене сказал: ""Мальчиков свари""."
İmaqota qamtəıːmpatɨ meːšaktɨ čʼi šünʼnʼantɨ. ,Жена вывалила мешок в котел.
Ukkɨr nätalʼa alʼčʼɨmmuntə čʼi šünʼnʼantɨ. ,[Только] одна девочка упала в котел.
İmaqota nʼenʼɨmɔːtpa iraqɨntɨ. ,Жена рассердилась на мужа.
Kätɨmpat: Moqɨna qäntätɨ nätalʼa. ,"Сказала: ""Неси домой девочку""."
Loːs-ira qännɨmpatɨ nätalʼa moqonɨ. ,Медведь унес девочку домой.
Nʼaŋɨčʼa ilɨmpa. ,Голый жил.
Tɛnatɨmpa (/tɛnɨrpa): Kuttar nɨlʼčʼak ilantak pɛlʼikɔːlɨk. ,"Думал: ""Как я буду жить один?"
"Pona tanta, qənna kučʼät tɛnɨtä tuːtɨrɨmpa. ","На улицу он вышел, пошёл, куда глаза глядят."
"Ukkɨr čʼontoːqɨn mannɨmpat kɨ qont, qolčʼe ata. ","Однажды он смотрит, река показалась, большая река виднеется."
"Näčʼä panɨnʼnʼe, karrä čʼa panɨnʼnʼe, montə qoltə. ","Он туда спускается, вниз спускается, [там] видна большая река."
"Takkɨ mannɨmpa, čʼumpɨ qoltit kəːlʼ, ontə kınčʼe atentə. ","Вниз смотрит, [там] длинный плёс, запор виднеется."
"Nɨː čʼap tüŋak, muqultirilʼ poːlʼ maːtɨrtɨ. ","""Туда пришёл я, связки шестов нарубил."
Üŋɨt ɔːlak oračʼareŋɔːtɨt. ,Прутья слабо захватываются.
"Mottɨ qoŋak, muntɨ šitɨ topalʼ mɨrq ɛːŋa. ","След я вижу, видно, что в две ступни величиной."
"Mottetə nɨntə mortät, (qəːla uːltimpɔːtɨt mortaːqɨt), kınčʼin mortät. ","След там от морды (рыба плавает в морде), запора морды."
"İllä mannɨmpa, opčʼin morqə, wärqə opčʼin. ","Вниз он смотрит, там морда большая, большая морда."
"Takkɨ mannimpak, qaj loːsɨ tüntɨ. ","""Вниз по течению смотрю, [там] чёрт что ли пришёл""."
"Ukoːt tüsak, märkəlak. ","""Я раньше пришёл, (пусть) я останусь."
Čʼɔːlsä šıp aplä märkak nɨmtä. ,"[Даже] если съест меня, буду здесь."
Na tüntə. ,Вот он пришёл.
Nɨlʼčʼik šıp qoŋa. ,Меня видит.
Pɨpaja. ,"""Чертёнок!"
Nälʼamɨ sɔːntɨrtɛnta. ,Моя дочка будет играть.
Nupoːquntä omtətäkkɨtä. ,Он [его] посадил в свою рукавицу.
"Mannɨmpatɨ konnä, warqə mɔːt ɔːmnantɨ. ","Смотрит вверх, [там] большой чум стоит."
Tüŋa. ,Пришёл.
"Näja, qoŋak pɨpajap, sɔːntaraš. ","""Дочка, я нашёл чертёнка, играй."""
"Imaqotatə nɨlʼčʼik kətɨŋɨtɨ: Irra, ɨntə meːŋašip ukoːt ontə ilepilʼ qup suːrə močʼe amqo. ","Его старуха говорит: ""Старик, сделай лук, чтобы человек, живший раньше сам по себе, [смог] звериное мясо поесть""."
