original,translation
Тар болонӣ ōданда.,Это осень настала.
Улумӣдидэ̅с отправляли.,Белковать отправляли.
чистый тундралā уңнэрэ.,в чистую тундру отправляли.
нулгӣҺинэңнэрэвун тарты̅ки лāңилвэр аңанаҺинэңнэрэвун.,аргишили туда пáсти [=ловушки] открывать [открывали].
потом еще чо расскажу.,потом еще чо расскажу.
Хутэлвэр ӣргирэвунтэ чистый тундрадӯ эдӯка тэр мōҺадӯ.,Детей вырастили-то в чистой тундре там в лесу.
Эңкитын бӯрэ садиктӯ.,Не отдавали [=не давали] [детей] в садик.
Даже деньги на ребятишек не выделяли.,"Даже деньги на ребятишек не выделяли, так и выросли."
Так и выросли.,Так и выросли.
один парнишка хорошо учился с ним.,один парнишка хорошо учился с ним.
Э̅кӯн ōдэн нуңандӯн? Камагā э̅дāвэл!.,Что случилось с ним? Для чего несчастье! Боже мой!.
"Эмэрэдэ дю̅дӯвэрнэ промхоздӯ Һавалдэ, сколько Һавалдэ.","Приехали-то домой-то, в промхозе работали, сколько работали."
"<Һоди> эти дома строили, они же грузили.","Эти дома строили, они же грузили."
"Амаскӣ эмэчōтын, аят эмэчōтын.","Обратно вернулись, хорошо вернулись."
Ни ларек ничего нету продукты тащим.,ни ларек ничего нет продукты тащим.
"Продуктылэвэр угугэрэв, на бечеве <бичевой> таскали.","Продукты тащили, на бечеве таскали."
Промхозтӯ Һавалдянэл туг индичōвун.,"В промхозе работали, так жили."
Иракāнмун тар буссэлдэн э̅лӣчэпил?.,Ирочка моя заболела [нрзб]..
Она долго чудлды унгунду Верхнеимбатскэдӯ Һавалдичэ̅н.,"Она долго, и тогда отправили, в Верхнеимбатске работала."
Моторявэр гаңнэ̅рэвун.,Мотор покупаем.
Еще э̄е эт…. улгучэ̄ндям?.,Еще что расскажу?.
Ну Һутэ…. Һутэкэ̄рвӣ a умер Сапожников мэ̄нин эēрэн.,"Ну, ребятишки мои, а умер Сапожников сам, утонул."
Целый день рыбакдӯ эēчэ̄н.,в <целый> день рыбака утонул.
эēчэл гӯндерэ.,"утопили, говорят."
речкадӯ Һуюкукōндӯ.,в речке маленькой.
"Эгӣ теперь эдӯ туго время стало, не знаю, куда деться.","Сейчас, теперь, здесь тяжелое <туго> время стало, не знаю, куда деться."
Нян тамачāн амӣнтын.,Опять заплатил их отец..
Ссудэвэ э̅кӯн ōчэ̅н тар эēтыгэ̅вун.,"Ссуду, что, стала/ стало, это [когда] попросили."
На улице стоишь. Домá не были.,На улице стоишь. Дóма не были.
"Хоть бы тар бэел индеңкитын, а кто приедет.","Хоть бы это люди жили, а кто приедет."
Ремонтaе век эчил ōдерэ.,Ремонта совсем <=век> не делали.
"Ни ремонтакāнвэ эчэ ōрэ, э̅вэдэ̅ эчэ ōрэ.","Ни ремонта не сделал, ничего не сделал."
Семьякāнин большой был эмэ̅нмурэн.,"Семья [его] большая была, [одна] осталась."
Всех угнали.,Всех угнали.
Жизнь прожита.,Жизнь прожита.
Туккэр индичōвун все-таки хочь эр тырганӣлвэ ичэдōвэр.,Так и прожили все-таки хоть <=хочь> эти дни увидеть.
Красноярскэлэ̅ хуруврэ тадӯдā абулча ой бедняжка.,"В Красноярск увезли, и там [ее] нет <=отсутствует>… ой, бедняжка."
hэгдыгитын бисё сипка̄ка̄рдӯ тарэ.,Был самым главным у птиц.
Нямака̄кун бисё.,Очень тепло было.
"Дэги hувулин, умӯнупкэнэмил, муннякилчал.","Все птицы, объединившись, провели собрание."
«Эр он бэёдеӈа̄т?,«Что же с нами будет?
Нямапчуе дундэе гэлэ̄ктэдэ̄т надо.,Нам надо искать теплую землю.
Эдӯ буттеӈо̄л биhил-тэ hувулит.,"Здесь поумираем, наверное, все»."
