original,translation
"Ningiman čokkaižen mecas kuna ii kulugoi kukoid derüun’aspäi, sigaupäi nüt’käitas čokkaižen i todas kodihe, pandas ukson реlelo pälo.
","Такую колючку в лесу (куда не доносится пение петухов из деревни) вырвут и принесут домой, положат над дверью."
"Nu ka ni mitte bol’ ii tuloška, bolin’ hän kuti tuukib pertišpäi, ii pästa bolid’.
","Никакая болезнь не придет [в дом], она как бы выгоняет болезнь из дома, не пускает болезнь."
"Mändas vencalo molodijad.
",Идут к венцу молодые.
"Gesli kuk’ištub mužik huralo g’augalo, nu ka mužik kolob kesk’uu igad, a gesl’i oiktau g’augau kukištub ka erigandop akaspäi.
","Если споткнется мужчина на левую ногу, так умрет в средних летах, а если на правую ногу споткнется, так разведется с женой."
"7.
",7.
"Ajetas vencaupäi heboil’, nu ka remnil’e kuuduidas da kopatas maha, hot’ lumehe necon remnin' poikhezo ted.
","Когда [они] едут с венчания на лошадях, им колдуют на ремне, закапывают ремень в землю или в снег, поперек дороги."
"Hebod siižutasoiš, heboile ozutasob neco remen’ kondi, a potom paukan makstas, neno rad’g’ad g’o side laptas siištas-ki, tačitas hiile den’gid’.
","Лошади останавливаются, им покажется этот ремень медведем, а потом выкуп платят [жених с невестой], а те, кто это сделал, тут же в сторонке стоят, им бросают деньги."
"Remnin' nüt’käitas i hebod lähttas möst oiktaha hüvin’.
","Они ремень вытащат, и лошади опять хорошо пойдут прямо."
"8.
",8.
"Kevaduu mecha mänod da ez’mäižen šihlikon näg’štad ka tariž tabata.
","Весной пойдешь в лес и увидишь первую ящерицу, нужно [ee] поймать."
"Tabadad necon šihlikon,(panod) matican allo, bumagaižhe käraudad libo ripakoišhe.
","Поймаешь эту ящерицу, положишь под матицу, в бумагу завернешь или в тряпочку."
"Luged siinaverespäi ühcandalo lahkolo kohtha panlod, pagižet-ki: «Kut neco šihlikoine kuivahtub, muga neno ludoguded kuivahtaiž minun horomaižes».
","Отсчитаешь от стены девятую доску, напротив этой доски положишь и скажешь: «Как эта ящерица засохнет, так пусть и клопы засохнут в моем доме»."
"Ižandan nimenki sanud.
",Имя хозяина назовешь.
"Neco om tühg’, ii kuivahtugoi.
","Пустое все это, не засохнут."
"Potom toine primet ludogihe näht.
",Есть другая примета против клопов.
"Mänod ez’mäižuu sirpüu rahnmaha rugišt, čapaudad, tol’ko kuume sängut čapad da pagižed: «Kut neno kuivehtudas sängudod, lüustkudod lähttihe, erigatihe neniš šänguzišpäi, muga neno ludogudod erigataiž da lähttaiž nen’iš horomaižišpäi, kuivehtudaiž igaks kaikeks, amin».
","Пойдешь первый раз серпом жать рожь, отрежешь только три соломинки, режешь и говоришь: «Как эти соломинки высохнут, колосья отделятся [от соломы], пусть так и эти клопы уйдут из этого дома, высохнут на веки веков, аминь»."
"A kaik neco tühg’, mina probuin’ da iile ližad.
","А все это пустое, я пробовала, да нет пользы."
"9.
",9.
"Kül’betin’ konz saudas da žarhu äjak smenoid’ käuda raffalo, nu ka pakitas ižandašt’ da emagašt’: anda sina miniin’ viš peremenad käuda kül’betiš pestas ka.
","Когда баню срубят (сколько смен народу будет ходить париться), так просят [банного] хозяина и хозяйку: «Дай ты мне пяти сменам ходить в баню мыться»."
"A ülemba vit’ käuškab nečhe kül’bet’he ka ižandaine toropl’aiškab rahvast, ii pästa pezmahakso.
","А если больше пяти смен будет ходить в эту баню, так хозяин начнет пугать людей, не пускает мыться."
"1.
",1.
"Üunanpääd vast lämbitadas kül’betin’, tehtas vastaižed koivuspäi i pandas cvetud keskhe, vastoiše nečin’ vastau i vastan tačitas päliči päs kül’betin’ pälo.
","Накануне Иванова дня топят баню, делают березовые венички и кладут в середину [веника] цветы, парятся этим веником и бросают веник через голову на баню."
"Kunapäi lankteb tüvi, ka sinna i lähted mehele.
","В какую сторону падает ручка [веника], туда и замуж пойдешь."
"Uden voden vast pandihe güväd kogoižidme; kenen kogoižen kokaidab kukoi, se döočk i mehele lähteb.
","Накануне Нового года клали зерна в кучки; чью кучку петух клюнет, та девушка и замуж выйдет."
"3.
",3.
"Sv’atkoiden puuttihe tohused, kudamboho bokha tohus zavodip palada, sinna bokha lähted mehele.
","В святки жгли свечи; с какой стороны свечка начнет таять ('гореть'), в ту сторону и замуж выйдешь."
"4.
",4.
"Il’l’ampääks kenni kazvatab žertvaks härgan.
",К Ильину дню кто-нибудь вырастит быка для жертвы.
"Lihä kiittas pažagau sures katl’as, kaumžomoil’ čaptas supalaižile i kaikile anttas muruižin’.
","Мясо варят на костре в большом котле, режут на куски и всем дают по кусочку."
"5.
",5.
"Suren nel’l’ampään mecnikad lähttas püutho edou päivin’kad i amptas sigau.
",В страстной четверг охотники идут в поле до восхода солнца и стреляют там.
"6.
",6.
"Homesuu, eduu päivin’kad ižand lugeb dengäd, emag käup vedele, top vädran vet, nuustatap lapsid’ i käskep pestakse nečiu veduu.
","Утром, до восхода солнца, хозяин сосчитает деньги; хозяйка сходит за водой, принесет ведро воды, разбудит детей и велит умыться этой водой."
"7.
",7.
"Emag oigendab lapsen mecha, käskep toda kavazludan, tegeb uden kavazludan, а kulun paneb siiphän päle, miše habukad ii södaiž kezau kanoid’.
","Хозяйка посылает ребенка в лес, велит принести помело, сделает новое помело, а изношенное поставит на кол, чтобы ястребы летом не ели кур."
"9.
",9.
"Sv’atkoiden käutihe tesaroihe kundoumaha; ottas rehtipalikon i pirtas krugan rehtipalikou.
",В святки ходили слушать на перекресток дорог; берут сковородник и чертят сковородником круг.
"Kuumen kesken mändas krugha i kundoudas.
",Втроем идут в круг и слушают.
"Ken ii lähte mehele, ka sille kuluse pajad; ken lähteb mehele, ka sille kuluse keloižed; ken kolob, ka sille kuluse pričetat.
","Кто не выйдет замуж, тому слышатся песни; кто выйдет замуж, тому слышатся колокольчики; кто умрет, тому слышатся причитания."
